#NAME	CopdIAA.1	CopdIAA.2	CopdIAA.3	CopdIAA.4	CopdPBS.1	CopdPBS.2	CopdPBS.3	CopdPBS.4	CtrlIAA.1	CtrlIAA.2	CtrlIAA.3	CtrlIAA.4	CtrlPBS.1	CtrlPBS.2	CtrlPBS.3	CtrlPBS.4
#CLASS	COPDIAA	COPDIAA	COPDIAA	COPDIAA	COPDPBS	COPDPBS	COPDPBS	COPDPBS	ControlIAA	ControlIAA	ControlIAA	ControlIAA	ControlPBS	ControlPBS	ControlPBS	ControlPBS
Sf1	3544	2823	3157	4383	3802	3604	3103	3550	3114	3222	4557	4964	3240	4622	4244	5188
Sf3a1	1421	1050	1154	1543	1452	1249	1114	1326	1063	1182	1711	1820	1194	1509	1543	1888
Sf3a2	1136	836	904	1111	1068	1201	969	1014	792	820	1222	1328	833	1291	1139	1282
Sf3a3	635	575	547	745	835	626	514	664	495	619	846	821	620	832	763	864
Sf3b1	2256	2654	3365	3772	3325	2222	1849	3186	2015	3260	3792	3577	2706	3496	3116	4304
Sf3b2	5333	4943	4739	6499	5899	5478	4215	5762	4455	5343	6734	7433	5259	6276	6719	7424
Sf3b3	1498	1240	1292	1658	1566	1436	1080	1500	1132	1151	1719	1861	1287	1793	1581	1927
Sf3b4	1042	771	793	1149	1081	1096	956	1002	805	872	1304	1412	885	1302	1193	1378
Sf3b5	2087	1650	1464	1980	1962	1983	1617	1925	1277	1635	1797	2106	1450	2128	1825	1843
Sf3b6	633	718	630	951	1039	731	605	793	539	696	870	813	659	922	763	849
Sfi1	446	461	442	663	539	540	347	502	334	654	727	745	474	483	555	674
Sfmbt1	323	318	362	495	477	290	215	401	285	353	419	465	345	340	435	522
Sfmbt2	296	343	330	344	128	170	246	186	231	306	410	348	207	145	268	184
Sfn	656	625	612	887	1125	802	823	921	896	768	764	1198	816	1525	954	1422
Sfpq	1899	1803	1821	2559	2873	1923	1941	2634	2442	2618	3190	3516	2694	3862	3011	2456
Sfr1	1124	1148	1205	1607	1657	1041	921	1514	1294	1468	1584	1763	1457	1860	1961	1877
Sfrp1	949	878	999	1229	692	913	722	646	612	838	1117	1153	608	484	748	944
Sfrp2	1267	1471	1005	1414	804	1194	1267	794	484	602	766	822	387	284	608	799
Sfrp4	1	6	6	8	5	2	6	8	5	9	18	8	14	9	10	23
Sfrp5	0	0	2	1	6	0	1	2	3	4	4	5	9	10	5	49
Sfswap	943	799	1080	1250	1008	1004	762	1071	837	1029	1315	1426	1029	1276	1267	1481
Sft2d1	616	826	705	976	1053	719	613	908	541	683	841	1008	732	976	890	919
Sft2d2	2819	2514	2852	3682	3434	2702	2176	3342	2797	3092	4368	4922	3255	3314	4378	4709
Sft2d3	221	187	225	230	214	205	166	253	144	242	250	307	182	259	275	370
Sfta2	1664	1985	1492	1655	1905	2106	1602	1730	1117	1284	1732	2024	1267	1593	1679	1506
Sfta3-ps	942	1352	1554	1835	1422	1139	861	1292	724	1507	1390	1501	1143	981	1557	1531
Sftpa1	102613	153186	116353	180588	183552	145334	116401	129091	73427	92471	106891	157659	84371	96623	126201	109259
Sftpb	92003	97056	83026	77201	91831	114114	99321	95268	68832	83200	101291	146536	79699	94154	118074	109072
Sftpc	673028	877695	596449	678245	814856	881174	705871	719142	493157	615247	667653	963631	546971	621271	768828	651688
Sftpd	32949	61075	42447	77766	70753	55677	37170	44811	18591	24204	26120	40408	22012	26355	30099	28092
Sfxn1	388	405	413	554	490	408	410	492	322	456	540	665	372	542	474	1142
Sfxn2	213	286	295	355	306	301	223	314	177	319	321	375	255	309	317	332
Sfxn3	1633	1361	1518	1994	1672	1745	1273	1645	1193	1419	1911	2081	1355	1744	1919	2534
Sfxn4	31	23	43	29	42	25	24	42	28	50	63	42	28	21	37	52
Sfxn5	200	235	216	268	200	204	193	192	140	197	291	312	191	336	298	237
Sgca	0	2	1	5	4	1	1	2	4	1	8	9	12	7	4	9
Sgcb	336	300	339	421	348	283	285	339	372	517	581	632	445	439	477	526
Sgcd	13	14	20	30	23	12	15	19	21	17	39	30	28	16	29	65
Sgce	843	659	860	961	772	775	693	810	878	972	1394	1363	967	975	1198	1442
Sgcg	21	8	17	19	11	14	6	13	14	33	38	31	43	24	29	29
Sgcz	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
Sgf29	468	325	370	433	500	467	400	464	375	431	493	600	418	574	548	489
Sgip1	184	166	261	207	195	142	77	205	176	295	342	350	199	292	306	350
Sgk1	1690	2006	2981	3854	2332	1897	1356	2421	2410	2183	2645	4317	2031	3195	3696	6117
Sgk2	7	4	3	4	4	3	2	8	4	9	12	11	2	12	4	8
Sgk3	194	306	284	376	351	193	218	317	229	338	374	284	245	410	273	445
Sgms1	800	997	1100	1681	1397	715	674	1279	1640	1562	2136	2579	1484	1644	2325	2651
Sgms2	109	144	157	249	227	118	95	181	168	195	252	269	188	298	202	318
Sgo1	8	7	12	24	16	13	12	16	14	16	11	17	20	25	19	25
Sgo2a	8	27	23	22	24	20	20	24	16	12	19	35	18	28	21	34
Sgpl1	1483	1496	1460	2480	2121	1467	1267	1758	1121	1148	1587	1813	1215	1683	1617	2003
Sgpp1	791	925	960	1403	1326	717	635	1160	819	1159	1221	1291	967	1033	1246	1664
Sgpp2	1020	1570	1313	1588	1620	1273	821	1530	657	914	909	1868	915	761	1667	1392
Sgsh	584	394	729	844	579	627	457	678	440	540	797	966	499	559	686	874
Sgsm1	130	142	145	204	189	149	87	153	98	144	175	268	124	170	204	206
Sgsm2	590	609	590	788	583	635	607	602	574	623	733	965	566	567	797	868
Sgsm3	872	811	832	1087	1200	1098	665	1046	764	948	1246	1475	1016	1280	1407	1348
Sgta	2370	1948	1959	2431	2215	2398	2008	2148	1625	1816	2285	2896	1749	2395	2236	2855
Sgtb	82	62	113	103	97	71	53	116	99	144	252	214	120	115	160	192
Sh2b1	1031	872	977	1254	1208	1078	855	1036	901	910	1286	1444	976	1196	1214	1289
Sh2b2	102	77	58	149	131	138	126	101	71	53	96	96	59	191	75	286
Sh2b3	1359	949	1469	1686	1346	1520	1031	1581	1516	1404	2428	2244	1487	2333	2035	2641
Sh2d1a	38	20	39	61	51	30	26	35	18	16	25	21	39	62	37	55
Sh2d1b1	238	257	236	466	427	302	178	363	68	74	94	171	78	125	136	148
Sh2d1b2	11	20	16	28	21	18	6	10	4	1	2	12	2	7	4	7
Sh2d2a	242	209	210	353	447	204	133	267	74	72	110	128	113	269	133	362
Sh2d3c	1259	822	1589	1570	1040	1227	719	1280	1842	1526	2708	2971	1620	2229	2527	2822
Sh2d4a	741	785	653	866	890	776	729	739	563	688	821	948	648	509	934	554
Sh2d4b	5	4	19	17	8	13	5	13	16	13	11	14	11	7	19	20
Sh2d5	6	5	5	9	7	7	6	7	5	3	7	4	3	59	7	5
Sh2d6	1	0	3	1	1	0	0	0	0	0	3	0	1	1	1	1
Sh2d7	0	0	0	0	4	0	0	1	0	1	0	2	0	0	1	1
Sh3bgr	32	37	37	33	32	34	35	51	41	54	68	70	68	73	58	77
Sh3bgrl	2335	3167	3019	4203	3365	1759	1942	2403	3154	4413	4756	2617	4343	2811	3234	3328
Sh3bgrl2	461	430	455	703	789	415	321	724	495	678	705	977	650	667	732	875
Sh3bgrl3	6543	5779	4207	7108	6823	6872	5267	5629	3328	3239	4617	5062	3510	7192	4447	5410
Sh3bp1	813	845	775	1309	1079	1076	797	901	388	467	601	732	461	851	593	829
Sh3bp2	546	484	428	759	657	524	468	545	218	206	338	409	242	528	280	477
Sh3bp4	1577	1164	1664	2007	1462	1703	1411	1499	1290	1480	1861	2191	1368	1293	2199	2044
Sh3bp5	1733	1256	1729	1805	1318	1421	1027	1662	1592	1590	2027	2446	1346	1589	1683	2186
Sh3bp5l	1247	1029	1027	1162	1272	1319	1169	1282	914	1126	1420	1524	1066	1409	1242	964
Sh3d19	1554	1446	1821	2080	1795	1554	1393	1737	1689	2049	2525	2896	1768	1671	2522	2197
Sh3d21	501	286	417	394	427	419	343	387	474	498	785	535	746	618	742	772
Sh3gl1	976	804	898	1259	1067	1118	946	1011	793	875	1223	1400	868	1166	1134	1212
Sh3gl2	19	17	27	25	23	28	22	20	32	24	44	54	23	33	48	28
Sh3gl3	6	7	12	8	13	12	16	19	17	5	15	19	15	13	9	14
Sh3glb1	3352	3067	3754	4753	4178	2994	2617	4008	3786	4218	5125	5370	3758	4606	4805	5764
Sh3glb2	1038	852	897	1223	1093	1158	1004	1017	869	958	1146	1461	851	1003	1165	1594
Sh3kbp1	629	462	623	841	955	554	432	773	573	471	708	646	566	833	700	891
Sh3pxd2a	2909	2176	3568	4030	2804	2677	2001	3477	5275	4088	6338	7359	3559	4063	5970	7171
Sh3pxd2b	576	541	628	1139	906	697	553	721	665	504	786	974	566	912	696	975
Sh3rf1	467	504	672	659	600	424	433	615	643	600	882	1085	552	782	905	1037
Sh3rf2	844	554	870	932	707	726	806	670	397	556	759	802	413	520	769	580
Sh3rf3	188	99	177	274	217	213	213	189	242	253	298	391	195	154	334	236
Sh3tc1	1331	1130	1310	1763	1305	1501	1064	1401	935	983	1362	1765	771	1091	1329	1564
Sh3tc2	630	400	636	617	500	548	417	607	512	602	760	943	468	605	805	702
Sh3yl1	111	139	121	199	230	163	104	159	134	175	199	215	198	186	230	207
Shank1	23	23	39	41	24	26	21	24	20	28	30	51	19	32	25	85
Shank2	125	96	94	217	244	132	72	244	157	294	381	331	251	261	271	418
Shank3	1460	766	1819	1625	1200	1373	885	1791	1957	1861	3104	2338	1604	2152	2721	2309
Sharpin	881	697	776	1006	845	927	700	860	515	677	839	864	603	928	839	908
Shb	922	1024	1077	1546	1293	1235	928	1039	834	879	974	1370	937	1060	1332	1343
Shbg	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Shc1	1637	1489	1585	2122	1843	1799	1561	1816	1363	1478	2126	2459	1486	2261	2113	2537
Shc2	52	32	57	76	41	57	33	48	69	69	64	117	58	47	69	111
Shc3	0	0	1	2	0	0	0	0	3	0	1	6	1	0	2	1
Shc4	8	6	13	40	17	5	17	20	12	19	14	22	11	11	20	22
Shcbp1	8	20	11	19	24	9	11	11	11	7	10	20	11	32	16	32
Shcbp1l	2	11	8	14	7	5	4	6	1	3	5	8	1	1	1	13
Shd	4	4	4	0	1	6	4	0	1	3	1	3	1	1	2	8
She	1063	615	1185	1169	989	871	631	1400	1080	1202	1710	2003	959	1134	1637	1818
Shf	89	52	32	62	44	58	51	53	49	74	83	76	48	58	56	84
Shh	154	174	162	248	278	236	148	289	171	292	250	326	248	290	278	304
Shisa2	41	34	43	68	85	41	55	69	22	49	51	70	35	38	33	54
Shisa3	2	8	8	10	14	5	6	13	4	15	16	11	9	9	19	5
Shisa4	119	129	116	182	171	156	156	141	76	104	136	188	87	118	145	176
Shisa5	9674	7188	6980	10591	9181	8887	7667	8041	4872	5248	7538	8837	5362	8595	6979	9319
Shisa6	3	14	16	15	10	3	10	8	15	20	28	17	8	13	22	22
Shisa7	36	24	33	40	44	40	35	36	37	37	63	79	35	45	55	58
Shisa8	14	8	11	8	16	6	11	4	8	15	10	7	5	12	9	41
Shisa9	11	3	27	7	5	4	3	7	12	22	35	33	23	11	27	41
Shisal1	23	13	40	48	20	41	73	33	50	49	51	86	55	43	39	99
Shisal2a	0	0	0	0	1	2	1	3	2	2	1	0	4	1	2	2
Shisal2b	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Shkbp1	879	731	728	1002	918	993	750	809	467	533	756	896	548	976	738	792
Shld1	227	192	164	227	198	234	179	214	179	191	217	293	159	223	255	199
Shld2	82	84	95	132	96	62	54	89	77	101	127	140	94	107	139	212
Shmt1	136	118	114	139	149	127	135	151	138	171	187	248	153	222	169	207
Shmt2	570	416	435	664	559	547	467	551	385	401	536	690	397	638	487	681
Shoc2	605	635	712	1017	975	488	500	876	838	970	1076	1196	928	995	1171	1189
Shox2	2	0	0	0	3	0	0	3	2	1	0	1	2	2	3	4
Shpk	99	116	107	121	102	139	74	96	64	96	114	135	71	114	87	202
Shprh	255	312	355	443	411	235	224	374	333	489	557	476	365	408	508	450
Shq1	97	93	100	135	140	93	76	130	112	112	147	169	103	162	123	130
Shroom1	68	70	74	70	93	63	57	72	47	70	74	100	54	80	70	87
Shroom2	315	312	370	451	401	298	289	439	403	516	786	783	463	480	617	718
Shroom3	3027	2229	3308	4073	3338	3302	2827	3442	3223	3510	5360	5409	3616	4597	4662	4094
Shroom4	446	333	620	635	490	481	310	572	402	491	658	839	401	513	651	535
Shtn1	802	823	877	1529	1490	884	719	1124	796	784	964	1255	818	888	1163	1094
Siae	291	291	362	468	390	335	298	337	256	306	449	524	295	286	373	496
Siah1-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Siah1a	421	404	427	543	576	372	340	574	363	624	698	583	487	553	665	725
Siah1b	46	30	43	60	81	58	44	87	34	58	77	67	41	70	75	75
Siah2	314	228	266	303	319	279	234	243	221	222	318	319	193	431	266	393
Siah3	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1
Sidt1	57	37	63	68	56	55	38	81	57	47	79	100	49	150	59	142
Sidt2	2229	2340	2537	3487	2826	2706	2278	2465	1609	1778	2344	2693	1478	2719	2173	2984
Sigirr	642	508	531	682	667	703	494	671	423	533	620	746	520	653	620	601
Siglec1	308	341	256	728	371	299	489	293	127	89	132	332	58	159	153	553
Siglec15	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Siglece	230	264	183	333	227	217	167	252	130	99	205	155	209	508	175	137
Siglecf	117	182	205	563	361	149	149	231	110	87	78	314	70	107	219	263
Siglecg	85	60	78	81	91	66	64	97	30	52	36	54	41	49	43	198
Siglech	22	17	8	16	20	11	15	18	8	8	15	16	14	15	23	12
Sigmar1	814	704	776	960	899	863	789	826	585	659	912	1067	636	912	816	991
Sik1	1565	1897	2431	3300	2089	1993	1258	1646	3328	2432	3247	4211	3097	2666	5232	7538
Sik2	262	243	353	387	325	258	271	241	268	218	423	463	263	307	353	1022
Sik3	854	903	1108	1372	956	938	748	1090	993	942	1428	1541	912	1091	1361	1865
Sike1	971	811	917	1212	1203	878	726	1193	892	1127	1431	1406	1016	1256	1412	1204
Sil1	1015	796	817	1020	1177	1073	838	1002	858	920	1194	1527	933	1025	1165	1265
Sim1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	1
Sim2	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	10
Simc1	74	69	70	102	75	53	53	72	71	74	98	113	79	95	110	105
Sin3a	994	928	1083	1433	1272	1016	754	1211	818	1014	1435	1495	888	1140	1451	1666
Sin3b	1709	1611	1481	1900	1979	1855	1360	1663	1419	1459	2003	2032	1525	1938	1833	1952
Sinhcaf	434	350	401	481	546	377	315	558	463	534	673	643	578	572	688	525
Sipa1	2286	1510	2324	2960	2441	2353	1872	2606	1922	1968	3071	3472	1796	3160	2630	3268
Sipa1l1	1277	834	1296	1357	1152	1091	862	1343	1355	1377	2342	2490	1291	1749	1870	2217
Sipa1l2	1153	743	1257	1338	936	947	614	1278	1179	1256	1996	2112	1080	1413	1805	1880
Sipa1l3	1899	1895	2234	2869	2435	2149	1898	2335	1751	2177	3194	3906	2181	2338	3375	3365
Sirpa	3279	3902	3357	6625	5138	3837	3063	4100	1615	1593	2181	3255	1533	3278	2449	3001
Sirpb1a	66	55	48	119	119	68	50	61	18	9	91	39	25	143	40	54
Sirpb1b	106	196	168	275	233	120	94	163	60	58	194	108	108	346	131	127
Sirpb1c	388	522	336	913	855	471	299	537	138	103	412	231	155	820	238	241
Sirt1	281	295	335	422	477	209	205	358	331	468	586	419	455	441	507	505
Sirt2	2030	1690	1718	2433	2136	2296	1931	1895	1769	1766	2447	2799	1920	2169	2563	2829
Sirt3	304	254	239	327	316	340	244	319	225	313	370	384	332	330	356	377
Sirt4	117	86	115	127	104	97	101	122	79	103	147	169	131	111	155	165
Sirt5	198	160	225	240	174	185	127	203	118	191	228	234	180	152	203	199
Sirt6	194	157	172	219	233	252	244	189	152	183	244	246	181	239	219	214
Sirt7	1173	1207	1087	1488	1349	1297	987	1261	710	858	1156	1325	888	1482	1190	1150
Sit1	95	96	44	164	177	82	75	107	20	25	44	25	24	72	29	98
Siva1	740	750	589	707	757	774	683	696	664	753	904	976	773	1092	936	897
Six1	51	57	22	71	200	63	43	160	60	178	158	157	171	168	127	197
Six2	0	0	0	0	10	0	0	3	0	0	3	0	1	2	2	7
Six3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Six4	82	64	53	116	133	83	46	129	117	170	205	143	152	150	131	208
Six5	238	226	289	272	229	273	203	240	175	255	307	375	245	216	281	337
Ska1	7	4	11	14	13	13	10	7	9	14	6	10	12	24	10	15
Ska2	169	156	195	213	218	134	128	224	180	229	285	281	253	222	254	209
Ska3	11	12	10	31	12	13	12	10	5	11	7	22	11	36	15	25
Skap1	216	145	137	270	210	134	131	141	69	81	121	103	120	276	117	243
Skap2	1476	1520	1676	2038	1865	1509	1124	1690	1214	1420	1750	1930	1291	2047	1595	2138
Ski	3906	3247	4561	5670	4245	4300	3291	4439	3276	3728	5412	6084	3404	3742	5209	6355
Skida1	54	54	84	97	112	60	88	106	70	128	129	137	84	105	110	85
Skil	746	912	1001	1598	1343	667	575	1188	843	1099	1394	1529	892	929	1295	2108
Skint1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Skint2	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0
Skint3	11	13	21	26	14	12	25	22	8	17	19	9	14	25	10	17
Skint4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skint8	26	11	17	8	7	14	5	11	18	30	22	32	21	30	28	24
Skiv2l	1485	1389	1459	1946	1636	1575	1096	1595	993	1332	1613	1855	1219	1616	1592	1801
Skor1	0	0	3	3	2	2	1	5	0	1	3	1	0	0	3	7
Skp1a	3580	3336	3330	4385	4538	3602	2865	3942	3460	3903	4630	4839	3651	4042	4257	4053
Skp2	29	27	36	30	51	38	31	33	29	43	62	45	36	61	34	27
Sla	597	663	774	1576	1377	827	474	932	523	332	910	651	615	1660	584	1189
Sla2	112	102	110	109	177	82	43	128	31	23	31	42	43	90	38	80
Slain1	211	231	195	278	293	225	182	214	152	157	211	235	169	212	260	270
Slain1os	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Slain2	1467	1160	1700	2343	1937	1187	1248	1877	2154	2312	2736	3094	2277	1991	3072	2824
Slamf1	40	27	33	61	49	23	26	52	30	28	35	72	27	44	37	103
Slamf6	65	58	61	116	101	56	42	91	15	29	28	41	16	80	37	127
Slamf7	210	181	200	370	457	244	165	294	79	94	108	78	135	125	117	202
Slamf8	133	95	63	207	120	136	137	71	21	28	48	29	41	59	22	70
Slamf9	474	472	323	773	719	556	331	441	147	154	128	229	199	164	210	306
Slbp	452	464	447	573	676	483	321	583	366	443	556	555	439	627	519	543
Slc10a1	21	34	31	40	34	26	24	36	16	23	32	50	20	30	47	35
Slc10a2	1	1	0	0	2	0	0	0	0	1	1	1	0	0	1	1
Slc10a3	229	226	257	338	318	252	290	273	213	208	311	377	194	307	240	351
Slc10a4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Slc10a5	14	9	12	19	24	15	3	15	26	38	24	27	30	27	18	30
Slc10a6	425	530	529	493	525	512	369	464	682	768	991	729	750	750	815	940
Slc10a7	343	312	393	472	476	345	240	436	347	427	597	616	399	445	611	660
Slc11a1	340	260	234	433	285	250	282	195	104	99	256	138	185	552	176	385
Slc11a2	769	851	844	1346	1090	849	695	988	669	865	978	1149	790	798	963	951
Slc12a1	0	0	0	1	0	0	0	0	3	0	0	4	0	4	2	5
Slc12a2	1922	2933	2508	4121	4542	1892	1780	3105	2368	3463	3558	4241	3092	2953	4202	4175
Slc12a3	3	4	0	2	7	6	1	6	1	7	7	3	3	4	4	4
Slc12a4	1743	1422	1983	2176	1726	1778	1699	1681	1600	1623	2177	2889	1442	1933	2204	2472
Slc12a5	42	26	65	55	32	44	16	53	48	61	73	109	50	48	70	77
Slc12a6	1014	886	1415	1630	1336	982	829	1310	950	1264	1846	1849	1148	1258	1665	2000
Slc12a7	971	897	1095	1403	1263	1075	932	1318	891	1104	1379	1701	878	1342	1228	1634
Slc12a8	20	17	19	27	7	21	15	13	8	15	13	21	11	19	22	43
Slc12a9	499	474	420	576	547	551	390	492	260	381	488	493	360	543	434	407
Slc13a1	1	0	0	1	0	0	0	4	0	0	0	1	0	0	0	0
Slc13a2	15	29	24	64	222	28	31	93	21	22	30	71	20	30	36	70
Slc13a2os	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0
Slc13a3	124	176	117	244	137	120	64	104	49	44	53	56	216	49	74	102
Slc13a4	113	66	78	123	91	124	24	92	46	55	54	55	55	21	33	58
Slc13a5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Slc14a1	58	25	30	47	30	37	11	32	10	33	31	23	19	32	30	80
Slc14a2	3	1	3	4	5	3	2	2	1	4	3	5	2	2	5	6
Slc15a1	57	47	24	46	34	27	34	42	42	54	64	110	49	51	104	89
Slc15a2	499	814	593	790	1049	685	755	857	604	968	1194	1332	821	935	1058	1275
Slc15a3	765	849	711	1537	1081	964	816	800	409	295	493	852	330	888	573	724
Slc15a4	824	620	730	953	1039	912	852	957	786	723	1007	1168	807	1049	968	970
Slc15a5	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Slc16a1	1722	2304	2007	2257	1443	1565	1870	1469	948	1521	1706	1831	1119	1094	1529	2015
Slc16a10	282	332	395	622	517	341	315	445	318	371	558	635	330	468	475	546
Slc16a11	855	841	532	727	919	818	467	998	860	1378	1265	1180	1289	1447	1133	1446
Slc16a12	72	67	58	113	132	82	39	142	93	206	218	209	169	213	137	174
Slc16a13	159	140	166	192	160	165	161	191	102	138	166	215	96	146	123	131
Slc16a14	4	0	2	6	2	1	1	8	4	5	5	6	3	5	7	12
Slc16a2	653	617	707	846	695	780	626	774	718	795	987	1373	738	762	1120	1158
Slc16a3	445	553	415	623	673	530	387	589	307	464	568	596	545	949	540	612
Slc16a4	18	36	26	25	21	12	25	28	24	36	44	28	26	31	30	45
Slc16a5	12	12	20	15	12	15	12	22	4	9	15	11	16	6	8	13
Slc16a6	108	123	153	307	249	136	100	206	74	100	137	129	87	138	96	170
Slc16a7	223	310	291	397	404	245	184	369	293	540	551	563	511	343	501	532
Slc16a8	1	0	0	5	0	2	2	2	1	1	1	3	3	8	0	4
Slc16a9	1255	605	1779	1387	833	1086	667	1308	1065	1609	2388	2256	1071	1267	1770	1925
Slc17a1	2	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1
Slc17a2	10	7	22	15	19	19	12	8	9	10	18	16	8	6	27	19
Slc17a3	3	2	2	4	2	2	1	3	1	1	6	6	2	5	1	6
Slc17a4	2	2	2	4	4	4	2	5	0	6	4	9	0	5	6	2
Slc17a5	290	340	392	474	516	291	255	383	229	357	410	453	290	276	428	531
Slc17a6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Slc17a7	5	0	4	4	8	2	0	19	13	8	12	37	7	14	13	34
Slc17a8	2	2	1	2	1	1	3	1	1	0	0	0	0	1	1	3
Slc17a9	96	87	83	104	105	73	72	96	32	93	79	102	80	79	80	141
Slc18a1	25	41	25	50	50	28	27	25	29	30	42	63	37	40	41	40
Slc18a2	13	25	31	21	28	8	20	20	23	42	40	47	35	49	43	49
Slc18a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Slc18b1	229	289	241	387	374	273	275	281	273	313	341	433	277	288	323	380
Slc19a1	113	88	147	160	125	133	99	124	85	95	122	131	102	112	128	233
Slc19a2	85	79	121	138	120	77	120	120	99	146	178	157	106	148	123	224
Slc19a3	52	68	61	82	87	53	41	70	53	94	113	136	105	69	114	135
Slc1a1	332	271	293	646	741	409	280	476	445	480	497	640	457	471	539	418
Slc1a2	33	42	48	53	38	25	40	53	37	64	78	103	34	43	56	71
Slc1a3	311	271	431	505	344	336	381	309	323	461	519	608	363	307	430	603
Slc1a4	455	320	389	558	508	399	338	583	532	758	781	944	617	825	592	657
Slc1a5	2970	3597	3627	4476	3810	3694	2361	3269	1829	3377	3551	3937	2885	3419	3471	7048
Slc1a6	5	3	2	4	1	8	4	5	6	2	7	5	6	3	3	6
Slc1a7	17	35	17	27	12	19	41	19	4	17	11	24	9	10	10	21
Slc20a1	519	395	548	651	744	489	452	627	423	550	664	646	495	763	559	707
Slc20a2	370	406	458	535	434	368	275	456	282	457	474	609	382	494	546	811
Slc22a1	22	23	21	15	25	21	10	27	25	33	35	24	22	27	31	35
Slc22a12	16	10	13	5	5	7	4	8	29	31	69	30	35	33	45	38
Slc22a13	1	0	0	0	1	0	0	0	0	0	0	5	0	0	1	1
Slc22a13b-ps	2	1	3	5	4	1	0	1	2	1	3	2	3	7	1	3
Slc22a14	85	97	101	95	45	55	49	58	41	46	62	50	42	17	63	77
Slc22a15	262	336	298	378	435	255	214	341	223	309	329	380	315	374	363	386
Slc22a17	204	226	234	271	218	250	221	223	211	276	379	342	251	251	347	412
Slc22a18	240	256	169	320	328	315	220	289	206	282	324	416	263	321	263	353
Slc22a19	0	0	0	0	0	0	0	2	1	0	2	0	1	2	0	1
Slc22a2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Slc22a20	2	0	3	2	2	0	2	2	0	0	0	2	0	2	1	1
Slc22a21	27	31	27	66	30	28	20	41	14	28	40	24	19	24	35	44
Slc22a22	2	0	0	1	3	2	3	2	1	6	1	2	6	2	1	2
Slc22a23	1256	1277	1856	2089	1771	1520	1309	1637	1115	1419	1919	2525	1230	1618	2074	2096
Slc22a26	6	14	6	4	10	8	7	13	6	10	12	12	5	7	10	11
Slc22a27	3	1	3	1	0	0	2	2	4	3	2	0	1	1	4	1
Slc22a28	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Slc22a29	0	1	0	0	1	0	1	1	0	1	2	0	0	1	0	0
Slc22a3	60	17	60	57	38	36	41	33	61	71	62	88	58	38	58	90
Slc22a30	4	5	2	6	3	4	3	8	8	3	6	11	5	7	8	9
Slc22a4	8	21	19	17	18	16	20	11	12	17	19	35	24	25	25	112
Slc22a5	463	416	469	590	533	411	360	507	549	758	970	894	653	682	782	962
Slc22a6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a7	1	0	0	2	0	1	1	3	2	0	3	2	3	0	0	0
Slc22a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc23a1	52	35	39	48	99	52	49	71	87	111	124	142	119	146	99	126
Slc23a2	1337	1368	1588	2524	2499	1627	1086	2369	1928	2929	3427	3872	2651	2313	2999	3395
Slc23a3	18	25	26	32	26	25	17	17	11	23	23	29	15	25	14	25
Slc23a4	12	22	18	20	14	9	31	19	16	14	27	25	7	29	15	85
Slc24a1	1	1	9	2	1	1	3	3	1	3	3	5	6	7	7	6
Slc24a2	0	2	0	5	1	1	1	2	5	1	4	9	0	3	0	4
Slc24a3	415	466	482	898	685	513	394	608	628	634	865	725	676	527	759	765
Slc24a4	220	235	283	318	332	251	212	356	282	277	489	625	271	260	546	541
Slc24a5	7	5	4	5	3	6	2	8	1	6	7	4	4	5	12	4
Slc25a1	2026	1909	1561	2104	1915	2210	1889	1851	1191	1293	1750	2225	1254	1573	1921	5073
Slc25a10	2262	2415	2007	2715	2344	2797	2232	2287	1427	2008	2145	2802	1767	2206	2565	3230
Slc25a11	1691	1630	1384	2026	1922	1962	1458	1890	1173	1428	1740	2083	1304	1884	1819	1920
Slc25a12	626	550	647	872	694	580	492	631	503	562	778	952	575	835	739	927
Slc25a13	124	119	130	232	191	133	109	180	112	180	219	234	169	211	178	227
